right_hip_angles;right_knee_angles;right_ankle_angles;right_elbow_angles;right_midhip_angles;left_hip_angles;left_knee_angles;left_ankle_angles;left_elbow_angles;left_midhip_angles;neck_anlges;cadence;pixel_distance;begin_index;end_index
198.22891085312165;185.72016081807527;259.9461840838136;163.38723672692595;90.55034159113123;158.3701110757181;186.3035803914122;-83.25031910693986;0.0;63.79696046420197;122.78097028273925;88.23529411764706;545.1229275108506;109;177
198.11286436744842;185.2712058615094;257.2109425884926;163.8101129613361;72.15636827699065;160.6688024397437;180.0825137479577;-84.99693981713591;0.0;61.51523370139703;114.83925523495222;88.23529411764706;545.1229275108506;109;177
198.11627737119733;185.28308780762012;259.04545225456127;163.67109571990468;85.67913149216665;161.61306200462656;179.87705522506874;-84.82709521929445;0.0;75.34033965136379;116.54486072480725;88.23529411764706;545.1229275108506;109;177
199.67778211511393;186.7575396818821;254.58060874616694;165.9481073901008;82.7429222016974;160.0303931320935;179.0734316853356;-84.96971073024017;0.0;63.63642829288444;118.89524860697557;88.23529411764706;545.1229275108506;109;177
199.8044247766284;188.17765959882396;258.95145781528174;164.85391098722226;81.85473012682245;157.3425709896697;181.14705483442225;-84.45357136580333;0.0;64.00280269953475;117.62787703921266;88.23529411764706;545.1229275108506;109;177
193.49123031448033;184.7264414700584;251.2039514271715;163.0674050048651;75.68345311435493;155.3500460300534;178.961698412965;-86.3315780528487;0.0;58.26939787587734;115.32558432340585;88.23529411764706;545.1229275108506;109;177
194.2521530419319;184.46997992392593;254.22290558752238;163.13570208663378;86.2601334011272;158.57582744248748;176.4080002493804;-86.81060342659845;165.89886448275604;73.64447218995504;115.80161482865032;88.23529411764706;545.1229275108506;109;177
191.8866608235998;186.4991343632811;-72.3075415428923;167.8973641920884;94.76367776662484;154.14126353438022;178.07947243905326;-83.16912816815264;0.0;70.2158570788434;115.44205905827356;88.23529411764706;545.1229275108506;109;177
191.9651405928367;187.27425904785886;-75.91645607922027;168.06101945577942;102.29000403045639;153.37353540682918;178.63592162627828;-84.58323267153904;0.0;60.754842378579184;115.91971303172957;88.23529411764706;545.1229275108506;109;177
192.40377253525853;186.98730201846612;-76.88435119377914;163.3742504743398;86.4435943070702;154.1929766326573;171.17742878379914;-83.32162867895448;160.29167137369328;71.57609406297489;114.2170629081854;88.23529411764706;545.1229275108506;109;177
193.40042416995604;187.33339563323833;260.2231650342209;163.02467285719433;84.70611145221052;154.44579223591955;170.5580020275112;-83.68323832272426;158.32864250824707;71.81220843770278;114.81811613367695;88.23529411764706;545.1229275108506;109;177
190.38911866155954;186.89089206305;-77.09164080042649;162.7980432259899;90.44847408175696;158.77828218047972;159.80385292847208;-82.17194431693844;168.21216150912227;60.56641798546075;118.91611226198751;88.23529411764706;545.1229275108506;109;177
189.57813846303014;186.03223898888695;-78.77725855727516;161.906184552403;98.08079591787084;159.1216563106086;160.0444793930799;-82.23898141985336;168.66869717725805;62.87209734220279;120.68837999819408;88.23529411764706;545.1229275108506;109;177
187.7841291942337;188.61709305373648;-80.25790798180174;168.68728151693287;106.83797842842692;163.61475911141034;145.67387714624883;-78.0726322767926;0.0;73.58667231222456;117.19232008355729;88.23529411764706;545.1229275108506;109;177
187.76342169009854;188.62099855371838;-80.3000355897066;168.31277735724174;94.74355009015599;160.59775699058684;150.25353420645192;-76.64567319237648;0.0;70.44989211999938;117.86368243375044;88.23529411764706;545.1229275108506;109;177
187.02840468698025;186.24901166880835;-76.88577426019947;160.75555640816066;101.31978378180428;166.09371553097466;144.5189070061497;-76.3583504578302;0.0;70.98228820816047;118.76595932195266;88.23529411764706;545.1229275108506;109;177
187.8503265176492;187.80873357995887;-81.04602140063776;158.32883142143618;91.76383429400286;165.3433404685997;145.25096350472882;-74.776656159488;0.0;60.19389619119857;120.66603216880756;88.23529411764706;545.1229275108506;109;177
182.53425754938948;184.27999288452256;-79.11424657909814;162.2439959352355;97.15826343609002;164.6599319716069;140.35361867879055;-71.08259788028386;0.0;75.29594880107398;120.73125593691856;88.23529411764706;545.1229275108506;109;177
184.11263575151946;185.2788751022628;-79.12659517514027;161.25400407177383;103.091102504775;164.6722510571208;140.4059224393705;-71.09367237868605;0.0;75.1819847176389;119.81198644785252;88.23529411764706;545.1229275108506;109;177
183.5847902137579;184.35798393665473;-81.88926107627691;158.8348716167029;104.74437287172132;169.81864982075047;142.23137266662198;-68.10525872420772;0.0;71.30809690907662;119.9753601499918;88.23529411764706;545.1229275108506;109;177
182.66682136996084;183.44274327830118;-81.84429753733377;156.6464199604056;110.25450783075712;169.0604720256858;140.81666508385175;-68.4704656763843;0.0;79.17699314062207;120.9440240126035;88.23529411764706;545.1229275108506;109;177
185.4134467331787;190.05710738212005;-81.95581461984631;163.156807271781;105.03631996213727;168.38836530959216;148.3492215335294;-54.1830043355904;0.0;69.97205979947641;121.06041022065646;88.23529411764706;545.1229275108506;109;177
185.28985682502733;189.9415063909548;-85.69529018434082;160.91821921379565;105.15506756159704;168.44472847874073;148.67854252645347;-49.071653842502826;0.0;75.5931425428284;121.06373020199112;88.23529411764706;545.1229275108506;109;177
179.4769402322765;174.53769705118734;-84.48419370079495;161.51878437764884;103.95113238254982;171.42148011662235;144.87433838511316;-69.11423077919605;0.0;83.66261676181007;121.61416373314393;88.23529411764706;545.1229275108506;109;177
179.4884486417308;174.48695876165766;-86.28930732585917;161.14242503807708;103.84642937137906;169.25565262776252;146.67886119370655;-41.3595132007907;0.0;82.68164155370076;121.73735220836582;88.23529411764706;545.1229275108506;109;177
181.94857048770956;173.30123583989123;-84.89297580617395;163.77054890848578;95.5946893317247;185.0156342364034;127.03155438211289;-80.2045023917793;0.0;97.33289961807;123.4938122482762;88.23529411764706;545.1229275108506;109;177
181.11583396259496;174.07906553684424;-84.90767896827194;161.76116577682856;103.8239643931002;185.54537707364292;125.87656445477307;-80.59125251293943;0.0;97.35848689500074;125.65938297086943;88.23529411764706;545.1229275108506;109;177
178.39559433797527;175.23911381520983;-77.94284452038113;162.24948595523804;105.1909752645098;185.53783225091223;139.5772013829524;-77.22550600756216;0.0;97.85304063603347;122.56012229743507;88.23529411764706;545.1229275108506;109;177
178.40972444092864;175.13510476345357;-76.43905447104169;159.54573986086982;105.16179067613994;185.57061417532444;139.9165030939938;-78.23962557104807;0.0;97.87432548205304;122.56224994231869;88.23529411764706;545.1229275108506;109;177
178.7113954047055;171.699862752974;-81.18249936289632;163.7751870356169;99.90659250766701;187.80072975785598;207.57735255498446;-60.873614794563366;0.0;99.55292884177673;120.41259227751924;88.23529411764706;545.1229275108506;109;177
180.65545457190177;170.84797801405205;-78.94915822694969;163.75365367894025;98.03370807091618;189.8183810536106;210.50947236740822;-64.0977538629403;0.0;106.57488550241678;122.50973191848928;88.23529411764706;545.1229275108506;109;177
180.18560646508072;172.41307062179044;-81.23819514198672;162.97903358639357;108.52638639469546;192.34257167358703;203.87421645960634;-65.59459306975671;0.0;102.3803238474435;124.77968532917326;88.23529411764706;545.1229275108506;109;177
180.1342111491147;172.00058491859335;-79.94866978151236;163.0028398472043;108.62846092271;193.55802840370836;205.29924069437445;-68.66730367358366;0.0;95.40571835291874;124.82116247254794;88.23529411764706;545.1229275108506;109;177
175.47490999016432;177.78182724669142;-79.77835396684424;156.35973608348692;105.29458820642284;193.5641559929926;198.7272582969845;-71.79435711126288;0.0;109.47244552662333;127.82714359678235;88.23529411764706;545.1229275108506;109;177
175.23459908205416;178.18236392187654;-78.52659482822821;160.11925888554444;98.17999790546871;195.5953532234068;199.42148357867077;-76.04565824767846;0.0;110.94632767391832;125.8057207679042;88.23529411764706;545.1229275108506;109;177
172.31086193988892;177.9959600739169;-81.72968104635243;157.2765525353106;109.63023076683953;196.0712017844093;188.7573381808471;250.7120117695151;0.0;109.84752289543816;124.72262687624985;88.23529411764706;545.1229275108506;109;177
173.02711724878276;177.6776966118144;-81.85183401568989;157.68873463448492;100.40365895166589;193.45064622985328;185.9425518602764;251.70982274889684;0.0;107.78496738054778;125.89285886453877;88.23529411764706;545.1229275108506;109;177
166.00235517509574;180.90719145712438;-75.28149912823616;157.5261404123522;106.90499744378664;167.37058309672173;180.12801211372988;-76.2819689584029;0.0;104.89426370782341;132.15045401476266;88.23529411764706;545.1229275108506;109;177
166.24422258949204;181.27699395286115;-74.82508689903409;157.50817440742273;154.83033138768343;167.6277398264999;179.68486952359544;-76.47226076524146;0.0;104.50553821022118;132.7387936972385;88.23529411764706;545.1229275108506;109;177
166.52969897780488;178.7858840986923;-80.02809044397273;151.20219714396336;114.23053796562782;188.81325966151456;178.19556467588927;246.64815876415653;0.0;103.98956682190715;122.6416430142964;88.23529411764706;545.1229275108506;109;177
169.29866843505724;177.09690376635106;-80.83646720173618;159.99772599995893;110.18396602858772;185.79470588757044;176.48276435242926;250.2863910680898;174.43551107092165;102.22850247785885;122.12888625218223;88.23529411764706;545.1229275108506;109;177
205.26214738253933;192.1105090055268;252.35767075398923;153.9860070984275;110.62709772118649;180.0;180.0;90.0;0.0;0.0;126.22348128361706;88.23529411764706;545.1229275108506;109;177
205.27632499144698;192.10695528994933;250.56489453603783;153.9158784722615;66.11566741676234;164.52943543633185;175.7293047666578;-80.29303422161212;0.0;89.22123010662014;126.92359782756083;88.23529411764706;545.1229275108506;109;177
165.92210914475766;170.19192344621376;-84.88442077738364;147.4561334810909;113.74317412226611;185.26560819227527;184.8863144032025;-66.45604220277568;176.95723587246138;102.18149815622711;124.98902172759026;88.23529411764706;545.1229275108506;109;177
166.20671723325873;170.30789046677492;-86.09784514932898;147.12001148510922;106.63065613691057;186.91827503915894;184.83909548021086;-65.79514790749636;176.35055222585999;95.91927929957322;126.95717079922156;88.23529411764706;545.1229275108506;109;177
196.63959916996998;193.13681430228664;-70.7203718535662;150.3918453728969;116.79285076700454;180.0;180.0;90.0;0.0;0.0;121.7059148769442;88.23529411764706;545.1229275108506;109;177
165.20878833351372;162.1749283227742;-80.04912748180331;149.83276994599095;114.08773442403972;184.67188831382884;186.23240351877777;-67.67902851606286;0.0;92.92715865632836;123.40436120636666;88.23529411764706;545.1229275108506;109;177
165.01211599897482;158.45625812017389;-72.99121753251546;155.47556601503993;116.80498381451417;189.96348219433006;194.21981512647605;-68.75288024503365;0.0;90.38187778417624;125.2017930270933;88.23529411764706;545.1229275108506;109;177
167.07032290402037;156.94538984193028;-70.67132209962404;157.33641363995622;115.79879045668775;190.5376450349312;194.25381576278735;-66.55312532846324;0.0;93.00043471712515;127.91726228007056;88.23529411764706;545.1229275108506;109;177
191.52689881091698;194.40429345451227;-75.99680681460501;156.34034300664052;121.63121725781235;170.10360331782724;149.73516684617732;-61.913494805776;0.0;82.46377311198242;128.00599086781264;88.23529411764706;545.1229275108506;109;177
193.22628622445728;195.09737845369654;-75.98556414524916;152.90835369148516;166.50087827516643;167.3376986538573;152.00818497286136;-65.80933804789004;0.0;84.83278334930714;128.13208360395527;88.23529411764706;545.1229275108506;109;177
189.16698000298496;192.65325647156442;-77.52087160219043;164.4489057727669;124.30677586874135;187.29702255615604;192.8387111891416;-66.79306394975745;0.0;98.38990896582027;126.89045090405291;88.23529411764706;545.1229275108506;109;177
188.02263410068133;192.14970859266128;-76.19282923278033;162.5469664034484;81.21638657770887;167.68076594135448;140.26835139048978;-61.86820737574786;0.0;54.58728155554223;125.66424683982883;88.23529411764706;545.1229275108506;109;177
